SMILES,Prediction,Affinity,Distance
CC(=Cc1c(C)ncnc1N1CC=C(Br)CC1C)CO,0.850682372,-8.3,1.007431259
COC(C)=C(CC1=C=C=C1)OCCCN1CCN(C)CC1,0.850682384,-8.3,1.007431269
COCC1OC(=C2CC=NC(N3CC=C(C)CC3C)=C2C)COC1CO,0.850682388,-8.3,1.007431273
CCNCCOCCC1=CNC(N=CN)=CC1NC(CC)N1C(Cl)=CC=CC1Cl,0.850682396,-8.3,1.007431279
O=CCc1ccc(O)c(C=CC=C2NCCC=C2CN=CN=CS)c1,0.850682396,-8.3,1.007431279
CC=C(C=CS1=NC2=NC=NC(=C1)Nc1ccccc12)S(N)(=O)=O,0.829698082,-8.1,1.007437104
COC1C(N)CC23CC=CC=CC4=C(C=O)C=c5c(cn6c5=C=CC16O2)N43,0.840487882,-8.2,1.007502782
C=CC1CCCNC1COc1cc2ncnc(NC3=CC(Cl)=C3)c2c2c1OCCO2,0.829834466,-8.1,1.00754943
O=C(NC1=CN-C=C(CNC2=NC=CCc3ccc(nc3)N2)C1)c1ccncc1,0.860698052,-8.4,1.007560199
COc1ccc(C2=C(CF)C=CN(C(=O)c3nccs3)C2)c(C)n1,0.860698184,-8.4,1.007560311
Cc1ccccc1OC1=CCC2=CN(CC(C)CN3CCC3)C(=CCC1)N=CN=C2N,0.840605542,-8.2,1.007600939
COC=CC=CCNC1=C2C3=P-2N=CN=C3N2C=CC=CC2(Cl)NN1C,0.840606663,-8.2,1.007601874
CN1C2=Cc3c(oc(=O)c4ccc(cc34)NCN=CN=CC=C2)C12C=CC(C#N)=CC2,0.829920478,-8.1,1.007620272
CC(C=CCC=NC=NCNC=CI)c1nc2ccccc2s1,0.879313777,-8.6,1.007630487
C=CC(=O)NC=CC=CC1CC=C1C(=CC#N)NC1C=C(Br)C=CC1,0.829963925,-8.1,1.007656057
COc1cc2ncnc(NNCC=C(Cl)C(C)F)c2cc1OC,0.870275088,-8.5,1.007659776
C=CC(=CC=CNC(=O)C=C1C=CP-C(OC)=C1)NI,0.829975539,-8.1,1.007665623
COC1=Cc2cncnc2Nc2ccc(cc2Br)CC(C)OC1,0.84071408,-8.2,1.00769149
CCCC=CCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,0.860885962,-8.4,1.007720724
NC=CB(C=NCNc1ccccc1)c1cccnc1,0.888123481,-8.7,1.007730464
COc1cc2c(cc1PC)=NC(OCC=C(Cl)CF)=C=2,0.870360203,-8.5,1.007733288
O=C(C=CCNC1CC1)NC1=C2CC(=NCC2Nc2ccc(F)c(Cl)c2)C2CC(CO2)OC1,0.860918767,-8.4,1.007748749
COCC1CCCN1N=Cc1c(N)ncnc1N1CC=C2C1C=CC=NN2CCC=CCF,0.860952983,-8.4,1.00777798
CCC1(OO)OCC2OC(O)C=CC3CC#CC2(NC3)O1,0.879498726,-8.6,1.007791888
O=C1CC=CC=CC=CC23C=CN=NC1=NC(CS)=CC2OC3,0.860976417,-8.4,1.007798
CC1(NCC=CC(CN)S(N)(=O)=O)Sc2cncnc2NC12C=C(F)C(Cl)=C2,0.879508368,-8.6,1.007800302
Clc1cc2c3cc1C1=NNCCCc4cnccc4C(=N3)C(=CN2)N=C1,0.851120916,-8.3,1.007801596
COC1=CCC(=NC=NC(Br)c2ccccc2F)CN(F)CC=CCOC1,0.861013705,-8.4,1.007829855
C1=NC=NN=CCCCn2ccnc2Cc2cc3c(cnn3Cc3ccccc3)cc21,0.896604517,-8.8,1.007864983
c1cncc(CNc2cc3c(NC4CCCCCC4)ncnc3cn2)c1,0.888305779,-8.7,1.007891128
C=CC1=C=C-CC(=C(F)NC=CC=CC(C)Cl)CCN(C(=O)C=CC)C1,0.851271921,-8.3,1.007929128
OCOC1CB=c2c(Nc3ccc(F)c(Cl)c3)ncnc2=C1COC1CCOCC1,0.841001582,-8.2,1.007931365
CCOC1C=NC=NCN(C2=CC=CC2Br)CC=C1OC,0.879666113,-8.6,1.00793797
O=C1NCC2CN3COCc4cccc(c4)N2C1=Cc1ccccc13,0.830320888,-8.1,1.007950093
COC1=CC(=CNC2=CC=CC2Br)C(=NC#N)C=C1OC,0.841024188,-8.2,1.007950227
CC=C(C=CC1=NC2=CC=CC=S1C2)N1C=CC=NC1,0.8706513,-8.5,1.007984713
C1=P-CC2=NC3=C(CC=N3)N(C=CCC3=Nc4ccccc4S=13)N2,0.870651462,-8.5,1.007984853
CCc1c(CC=O)cn2c1CNC13C=CC4(NN(Cc5ccccc5)C4=CCO1)N23,0.851356463,-8.3,1.008000531
NS(=O)(=O)c1ccc(NC2=NC3=NC=NC(S2)N2CC=CC=C2C3)cc1,0.851467805,-8.3,1.008094572
C=C1C=CC=CN1C1=C2C=CN(C(=O)C=CC(=O)NCCCN(C)C)CN=C(C2)NC=N1,0.8412263,-8.2,1.008118874
COC(=COC(C)=O)C1C2=C(C)C23CC(C3)Nc2ncncc21,0.841227018,-8.2,1.008119473
FC1=COOC2=CC3=NC=CCNCC=C(Cl)C(=C1)C3C=C2NCC=CCN1CCOCC1,0.830562557,-8.1,1.008149182
CN(C)C1=C2CC3(C4CCN4C)CCN(C=Cc4c3ccc(C3(O)CO3)c42)NC=N1,0.830565159,-8.1,1.008151326
CN1CC=CC(=O)NCC(F)=Cc2ncnc(Nc3cccc(Cl)c3)c2CC12C#S-2,0.841266291,-8.2,1.008152244
C=C(Cl)C(F)=CC=C1Nc2cc3nc(c2)CC(=C3)NC1C=O,0.830641042,-8.1,1.008213843
CC1=CCNC2=CC(C=NCC(Cl)=C2)c2ccccc2N1,0.830641134,-8.1,1.008213919
NC=NC=CC(OC1CCOC1)=C1OCCOC1=C=Nc1ccc(F)c(Cl)c1,0.861465767,-8.4,1.00821609
O=C1OC2CC34NCc5c3c3c6cccc4c6n1c3c1c5c3ccccc3n12,0.888703731,-8.7,1.008241881
COc1cc(CO)ccc1C1=CC(=CN=CN2C=CC=CC2)CS1,0.851657029,-8.3,1.008254402
CN(C)Cc1ccc(NC2=NC(=NC=N)C(=C3C=C3Cl)S2)cc1,0.851657074,-8.3,1.00825444
CC=CC=C1C=C2CCC3CNC4=C5C(=O)NC4C(OCCCSC(N)=NC)=CC13N25,0.851774202,-8.3,1.008353378
CC1=C(NC(CO)c2ccccc2C)N=CN=S1CC1=C=C(C(N)=O)C=CO1,0.851787347,-8.3,1.008364482
CC(NC=S-1=CC=C(CO)C=C1)C(=O)Nc1ccccc1,0.851787388,-8.3,1.008364516
C=C(F)C(=C=CN=Nc1ncnc2ccc(OC)cc12)OC,0.861716772,-8.4,1.008430569
CCNCC1=CN(C)C(NC2=C3c4ccccc4N(C)N=CC3C(C)=C2)C=C1CC,0.851895954,-8.3,1.008456226
CC=CC(=O)CC(=O)NC=CCCCc1cccc(Cl)c1,0.888947355,-8.7,1.008456628
COc1cc(C(N)=O)ccc1C=CC(N=CN)NC(CO)c1ccccc1,0.888950981,-8.7,1.008459824
B-c1ccccc1N=C(S)c1ccc(NC=CC(C#C)=NC(CN)=NO)cc1,0.888967807,-8.7,1.008474656
CN1CCN2CN=CNCC=CC#CC(SCC=CC=CCN)=C2C1,0.851940462,-8.3,1.008493825
C=NC1N=CC(=N)C=C(OC(CNC2=CC=C(F)C(Cl)=P-2)COC)C2=C1OCCO2,0.831033577,-8.1,1.008537267
NC1=CCB2OC=NC=NC(Nc3cccc(Br)c3)=CNC2=C1,0.831033654,-8.1,1.00853733
COC(=CCC=C(O)C1=CC=N1)CNC1CCCCC1,0.85202827,-8.3,1.008568003
C=C1OCCC2=C(C=C2F)NCN=CN=C=CC2=C1OCCO2,0.819959959,-8,1.008591835
B-C1=CC(Cl)=CCC1(C)NC1=C=CC(Nc2nccc(-c3cccnc3)n2)=C1,0.852199145,-8.3,1.008712361
C=C(NCCN(C)C=O)C1C=CC(C2NN=NCC(=O)c3ccccc3C2O)=C1,0.871512213,-8.5,1.008728424
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC(C)I,0.889274186,-8.7,1.008744739
C#Cc1cccc(Nc2ncnc3c2=C(OCCC)C(CN)=CCN2C=COC2C=3)c1,0.871535155,-8.5,1.008748245
Cc1ccc(N(O)C2C=C3CN=CCN=NC3=C2)cc1,0.871535197,-8.5,1.008748282
CC1=CCC(=NC=CCc2cccnc2)NC1=CNCBr,0.852253448,-8.3,1.008758238
COc1cc2nc3nc(c2cc1OCCN1CCOCC1)NC1CC1CC=CC=CC3,0.880608465,-8.6,1.008760501
COc1cccc(O)c1C1=Cc2c(N=S(C)c3ccccc3)ncnc21,0.820184659,-8,1.008774519
C=C1OC2=C(CC(C=C(Cl)COCCC#CCCCl)=C2)N1CCCC(=O)CC=O,0.852290922,-8.3,1.008789899
CC#CC(=CC=CNC(=O)OCC)Nc1ncnc2sccc12,0.842065116,-8.2,1.008818931
NC1=NCC=Cc2cc(C(=O)C-Nc3ccccn3)c(OC(F)(F)F)cc21,0.852330304,-8.3,1.008823171
CC1C#CB=C=CC=C1CNC1=Nc2cc(C3CCOC3)c3c(c21)OCCO3,0.862176369,-8.4,1.008823329
C=CC(C=N)N(C)CCOc1cc2ncnc(N3C=C(C)C=C(F)C3)c2cc1OC,0.831401027,-8.1,1.008840067
CNC1=C(C)C(Cl)C1Nc1nccc(-c2cccnc2)n1,0.842130568,-8.2,1.008873564
CC=CC=C(C)CC#CC(=N)c1c(NCC)ncnc1ON,0.842130677,-8.2,1.008873655
NCC1N-c2c(ncnc2-c2ccc(Br)cc2F)C=C1OC=CCN1CCCC1,0.852395739,-8.3,1.008878456
O=C1C=C(C(F)(F)F)C=CCOC(=O)C=CCNC(P)N1,0.831468709,-8.1,1.008895845
B-C(C=C)NC1=CC=C(NCNCC=C(C)C=CCCl)C2CN(CCCOC1)CO2,0.871708813,-8.5,1.008898286
C=NC(=CC1(C-SC)C=C(OC)C1OC)C1=CC(Br)=CC=C(C)C1,0.83147385,-8.1,1.008900082
CC(=CC(C)Cl)Nc1ncnc2c1NCc1cc(F)ccc1O2,0.871725783,-8.5,1.008912948
COc1ccc2c(c1)CNCC(=C=NC=NCNc1ccc(F)c(Cl)c1)O2,0.871725819,-8.5,1.008912979
C=NC(Nc1cccc(Br)c1)=C1NCc2c(OC)cc(OC)cc2OC1=N,0.871725836,-8.5,1.008912994
COCCOc1ccncnc(N2CC=CC=C2C)ccc1NC(C)=O,0.871725843,-8.5,1.008913
C=C(Br)C=CC=CNc1c(C#N)cnc2cc(O)c(O)cc12,0.871725861,-8.5,1.008913015
Brc1cccc(NC2=CC(CN3CC=COC3)N=CC=NC=N2)c1,0.871725936,-8.5,1.00891308
Brc1cccc(COOC2=CC=CCC=CC=NC=NN2)c1,0.871725969,-8.5,1.008913109
Cc1cccc(C(C)(OON)C2=CC=C3C=CC=C32)c1,0.852478342,-8.3,1.008948248
O=C1CC(=C2C=B-COCC2O)OOC1=CC1=B-C=C(O)C(O)=C1,0.83154414,-8.1,1.008958012
CCN(C)CCC1=CC=CN(C2=NC=C(Cl)C(=CCNC(C)=O)N2)C(OC)=C1,0.831544384,-8.1,1.008958213
C=CC(=O)NC1=CC=CN(CC)C12C(CC=NNCCCN(C)C=C)=CN=C2N,0.862384374,-8.4,1.009001103
COC1=C2C=CNc3ccc(cc3)NC(=O)c3ccc(Cl)cc3N=CNC21,0.842285986,-8.2,1.009003299
N=CN=CC1CCOC(=O)CCCN2COCC2=CN1F,0.852559841,-8.3,1.009017109
B-N1CCOCC=CCC(=NCNc2c#cccc2)S-N=CC=COC1=O,0.871894202,-8.5,1.00905847
CNC1=CN(C2=CC(Br)C2)c2cc(NC(=O)C#CCOCCOC)cc(C)c2N1,0.842365033,-8.2,1.009069286
O=c1cc2ccn1C(OCCC1=C(Cl)C=CS-C1)C=CCCC2,0.842404709,-8.2,1.009102408
C=CC(=O)N1CC(COC2=NC(Nc3cnn(C)c3)=NCNNC=C2CF)C(C(F)F)C1,0.871998307,-8.5,1.009148425
Nc1ncnc2c1C(=CC=CCOCc1ccccc1)CN2C1CC(CN2CCC2)C1,0.871998327,-8.5,1.009148442
CC(=O)NC1=CC=C(C)CNCN=CCc2ccn(n2)C1,0.871998352,-8.5,1.009148464
COCC1Oc2cc3ncnc(NC4=CC=CC(Cl)=P-4)c3cc2OC1COP-C,0.872030887,-8.5,1.009176577
CC(Nc1ncnc2c1C1(C=C=C(C(N)=O)C=C1)S2)c1ccccc1,0.842494513,-8.2,1.009177378
C=CC=NC1=C2OC3=NCC(=CC2CC2OCCC2=COC3)C1,0.862613038,-8.4,1.009196547
COSC(C)OC1=CC=C(C=C(N)CCl)C=CC=C1CC=O,0.842613909,-8.2,1.009277056
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOC1,0.898233915,-8.8,1.009314783
Cc1cc(F)c(Cl)cc1-c1ncnc2c1SCN2c1ccc(CCN2CCOC2)cc1,0.898233981,-8.8,1.009314841
O=C(Nc1ccc(NCC2=C3C=CSC3N=CN2)cc1)Nc1cccc(Br)c1,0.862794174,-8.4,1.009351378
C=CC12C(=C)C=C1N=CC(C#N)=C2NC=CC=CC(Br)=C-C,0.832049272,-8.1,1.009374362
CC1=Cc2c(ncnc2Nc2ccc(OC=CC=CC=N)cc2)C1,0.852982652,-8.3,1.009374385
CC=COC1=CC(C=O)=CCc2cc(=CNC3C#CC=C3)c(s2)=NC=NC1,0.852982695,-8.3,1.009374421
CCCN(CC)CC#CC(=O)NC=C1C=CC(=C=N)C(NCC=C(C)C)=C(C#N)C=N1,0.842735622,-8.2,1.009378672
B#CNc1ncnc2cc(OC3CCOC3)c(NC(=O)C=CC(C)CC)cc12,0.872286111,-8.5,1.009397125
NC1CCCN1CC=CCc1cc2ncnc(-c3ccc(Cl)cc3F)c2cc1CO,0.87228615,-8.5,1.009397158
C=CCNc1ccc(Oc2ccc(F)c(C#N)c2)ncnccc1C1CCOC1,0.872286158,-8.5,1.009397165
CC(O)C1=C=NN=CN=C(Nc2ccc3c(cnn3Cc3ccccc3)c2)C=C1,0.862864813,-8.4,1.009411761
ON1CC=CCNc2nc3ncnc(c3s2)NCC=CC(F)=CCS-CO1,0.862894662,-8.4,1.009437276
C#Cc1cccc2c1C(OCCOSC)C1N=CN=C1N2,0.898397879,-8.8,1.009460704
CC#CCN=C(C=N)NC1=NC2OCCC(OC)(CNC2Cl)CN1C(=O)CC,0.890094517,-8.7,1.009467988
Cc1ccccc1CB-1N=NC2C(=O)CC=CC=CC(=O)CN12,0.872370949,-8.5,1.00947044
C#CC1=C=CC=CCC(NC2=NC=NC(=CC(=COCCO)COCCO)C2)=C1,0.832165837,-8.1,1.009470452
Cc1ccc(-c2ncnc3c2COCOCC(CCN)=C3)cc1,0.832165882,-8.1,1.009470489
C=C1NC2C3COCC=NB=NC(NCC(F)=CCCBr)(C=C3OCCC)C12,0.853097128,-8.3,1.009471126
COC1=CC2=NC=NC(NCC=C(Cl)CF)=CC=C2OC1CCN1CCOCC1,0.832167755,-8.1,1.009472033
FC=CC=CNC1=C2NCc3cc(F)ccc3OB2NC=N1,0.821087083,-8,1.009508372
ClCC12C=C(Br)C(OCC3CCNCC3)=C1C=NC=N2,0.863035853,-8.4,1.009557973
CC1=NC=NC(Nc2ccc(F)c(Cl)c2)=S1#CC(=O)CC=COCN(C1CC1)C1CC1,0.821188346,-8,1.009590736
COCCOC(=CNC(=O)C=CCN(C)C)NC=CC1(Nc2ccc(F)c(C#N)c2)C=NC=N1,0.881560221,-8.6,1.009591454
C=C(Cl)C(F)=CC=NC1(NCCCC=CC=O)C=NC=N1,0.881560347,-8.6,1.009591564
CC1=CN(c2nccc(-c3cccnc3)n2)C=NC=CC=CC(=O)N1,0.853248678,-8.3,1.009599203
C#CC=CCCOC1=CC=CN(c2ncnc3ccc(OC4=C(C(=O)C(F)(F)F)C4)cc23)C=C1,0.853261986,-8.3,1.00961045
CC=C(F)C(CC1Sc2ncnc(NC(C)C=CC=C3C=C3)c21)OC,0.853262017,-8.3,1.009610476
O=C(Nc1ccncc1)NC1C=C(C(F)F)C=Cc2ccc1nc2,0.853262035,-8.3,1.009610491
C=C(C)C(=O)C1=CC=C=C(C(N)=NC=C(N)F)CN(c2ccccc2N)C=C1,0.85326204,-8.3,1.009610495
C=CC=CNN=CN=CNC(C=C1C=NNNC=CC(=CC)C1)=CC#P,0.853262042,-8.3,1.009610497
B-C1NCc2cc3c(ncnc3cc2OC)C=CC=C1C,0.853262072,-8.3,1.009610523
O=C1Nc2ccncc2C=NN2C#CC1C=C2C(F)(F)F,0.872579784,-8.5,1.009650918
COC1=C(OC)C(OCNc2ncnc3cc(OC)c(OC)cc23)=C=C1,0.88162914,-8.6,1.009651633
BOc1cc2c(NC3C=CC=C3Br)c(C=O)cnc2cc1C=C,0.88162917,-8.6,1.00965166
C=CC(=O)NC=CC=CCn1c2nc3c(cccc31)NC=NON=CC(N=C)=CN=C2,0.881629176,-8.6,1.009651665
CCn1nc(C#CCC(O)=CC=C=O)c2c(N)ncnc21,0.881629192,-8.6,1.009651679
O=C1NC2CC=CCN2C(c2ccccc2)C=NN=CCCO1,0.881632179,-8.6,1.009654287
C#CC=CNc1ncnc2c1C=C(CCNCCOCC=S-C)C2,0.853315675,-8.3,1.009655825
COCCOC1=CC(=NCCNc2ccc(F)c(Cl)c2)CC2=C1OCCO2,0.832432291,-8.1,1.009690116
CB=Nc1nccc(Nc2ccc(-c3nc4ccccc4s3)cc2)n1,0.881675633,-8.6,1.009692231
Fc1cc(Cl)bcc1C1=C2C=NC3(C=C(OCCCI)COC23)N1,0.86319458,-8.4,1.009693667
C=C1C(N-C#COC)=CCOc2ncnc(NCc3ccccc3)c21,0.853408263,-8.3,1.009734077
O=C(Nc1cccc(NCN=C2C=C=CN=CC=NC=C2)c1)c1ccccc1,0.872716519,-8.5,1.009769092
CC1=C(Cc2ccccc2)C=CC(=C(C#N)C=O)C(O)c2ccccc2C1,0.821416781,-8,1.009776551
COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(N)C(C)(C)C=O)c1,0.863301133,-8.4,1.009784761
C=COC1C(CC)=COc2c(Nc3ccc(C)cc3)ncnc21,0.853478769,-8.3,1.009793668
CN(C)CC=CC(=O)NCC(=CC=NC=NCNC=CC=CF)OC1CCOC1,0.843266543,-8.2,1.009821983
C=C(C=C(CC(=O)c1nccs1)c1cncnc1)C(C)(F)F,0.863386792,-8.4,1.009857995
FC=CC1=CC(P)Cc2c(Nc3cccc(Br)c3)ncnc2O1,0.853593852,-8.3,1.009890939
NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCN5CN=CC=N5)c(Cl)c4)c23)C1,0.890589924,-8.7,1.009904838
C#Cc1cccc(Nc2cc3c(c(OCC4CCCO4)ccncn2)OCCO3)c1,0.890589948,-8.7,1.009904859
CC=C1Oc2ncnc3c2NCC1=CC(OC)C1=C=C(C1)N3,0.843382865,-8.2,1.009919122
CC1C=C(F)CN(C2=S-3=C=C(CC=COC3C=CCN3CCCC3)NC2)C1N,0.872895497,-8.5,1.009923782
CC=CC(=O)NC1=CC(=C(N)c2cccc(Br)c2)CC=N1,0.832725346,-8.1,1.009931737
COCCCNC1=CCCc2cnc(c(NC3=CC=CC3Cl)n2)C1,0.853648534,-8.3,1.009937158
COC(=O)c1c(N)ncnc1Nc1ccc(OB-c2ccccc2)c(Cl)c1,0.898957613,-8.8,1.009958887
Cn1cc(NC2=NC3=C4C=CC(=O)N4CC(CO)CCON2C=CN3)cn1,0.85369261,-8.3,1.009974414
CC=CC(Cl)COP-c1ccc(Nc2ncnc(N)c2C(=O)NN)cc1,0.890671472,-8.7,1.009976753
OC=CCCCNc1cncnc1NCc1ccccc1,0.890674822,-8.7,1.009979707
COC=Cc1ncc(C(N)=O)c(Nc2cccc(Br)c2)c1C=COC,0.890676004,-8.7,1.009980749
N#CCN=Cc1c(C=COC(F)F)ncnc1Nc1ccc(F)c(Cl)c1,0.890676134,-8.7,1.009980864
C=Cc1c(COC(=O)NCCOC)ncnc1Nc1cccc(C(C)=O)c1,0.890676163,-8.7,1.009980889
O=C(NC=CC=CC=COC(F)(F)F)Nc1ccncc1,0.890677424,-8.7,1.009982001
COC1Nc2cc3c(cc2C1=O)=NC=B-C=3Nc1ccc(F)c(F)c1,0.890682107,-8.7,1.009986131
NNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)cc1,0.899017475,-8.8,1.010012171
CC(C)B-c1ccccc1NN=CNc1ccnc(-c2ccnn2C)n1,0.882081107,-8.6,1.010046316
C=CC=C1C(=O)C=NN1CCC1=CCN2CCN(C)C(=O)C(=CC=C1)C2,0.863612303,-8.4,1.010050804
CC(F)Oc1ccc(F)cc1NC(=O)Nc1ccccn1,0.899066749,-8.8,1.01005603
C=CC(=O)NC1=Cc2c(ncnc2Nc2ccc(F)c(Cl)c2)CP1,0.843557143,-8.2,1.010064666
ClC1C2=CC=CN1c1ncnc3nc(sc13)C=CC=CCN1CCOCCC1=C2,0.843610756,-8.2,1.010109441
CNC1=C(C)C(CCC(=O)O)C(=CCOC)C=CCCC=CC2=CC=CC(=O)C2=C1,0.821832468,-8,1.010114726
CCc1ccccc1-c1ncnc2c1=CC(OC)=COCC=2,0.82184235,-8,1.010122766
C=CCNCN=CN=CC1=CC(N(CCCC(=O)OCC)CSC=O)=CC1,0.832973234,-8.1,1.01013614
COCC(C)(NCC(=CCNC=O)c1ccccc1)OCCCN(C)CC(=O)OC,0.832984255,-8.1,1.010145228
CC(C)c1cc(CC=C(C#N)C(N)=O)cc(C(C)(C)C)c1O,0.843700509,-8.2,1.010184401
BN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,0.899234735,-8.8,1.01020556
CC=C(F)C=S=C(CNC)OC=NC=NCC1=CC(Br)C=C1,0.853970745,-8.3,1.010209521
O=C(NPc1ccccc1)C(N=S=C=CO)=C1C=CC=C1O,0.853970757,-8.3,1.010209531
CCC(=O)Nc1cc2c(Nc3ccc(OCC=C(F)F)cc3)ncnc2cc1OC1CCOC1,0.863816319,-8.4,1.010225247
COc1cc2ccc1OCN(C)C(=O)OC=CC=NC=NCN2,0.873254494,-8.5,1.010234085
COCC1OC2=CC3=NC=NC(N)c4cccc(Cl)c4C3C=C2OC1COC,0.833119505,-8.1,1.01025676
C=CC(=CCC(C=CCl)C=CC(F)(F)F)Oc1ccnc(C(=O)NC)c1,0.854028885,-8.3,1.01025867
C=C=C(OCc1cncc(C)c1)C(C)=CCNC1=NC=NN(Cl)C1=CCCC(N)CC,0.84379045,-8.2,1.010259521
CNN1C=CCC(=CC=CC(=N)C=CC=CC=CF)CN=N1,0.84380223,-8.2,1.010269359
NC(=COC=C1C=CCCOC1)C(=O)Nc1ccccc1,0.843806525,-8.2,1.010272947
COC1=CC=COC2C=NC3(C=CC=CC3)N2N(N)C#C1,0.863901688,-8.4,1.010298245
CC=C(C=C(C)CNC(=O)OCC)Oc1ncnc2cc(OC)c(OC)cc12,0.863905468,-8.4,1.010301477
Cc1cc2ncnc(N3CCc4ccccc43)c2cc1CO,0.8910412,-8.7,1.010302821
OC=CCC12C(O)=COCC1(O)Cc1cc(O)c(O)cc12,0.863919409,-8.4,1.010313398
CC1CCCC=c2ccccc2=CCN1CC(N)=NCNC1=CSCC(Br)=C1,0.810520871,-7.9,1.010328503
C#CC=C(C)C=CNc1ncnc2cc(COC)c(NCC(=O)C=CCNC3CC3)cc12,0.843895376,-8.2,1.010347159
COC1=CCC(NC2=NC3=NC(=CC(O)CC3)C2)C=C(O)C1,0.833274722,-8.1,1.010384766
COc1ccc(-c2ccc(OCCF)c(NC(=O)Nc3ccccn3)c2)cn1,0.899446678,-8.8,1.010394225
COC1(C2C=C=CC=C2C)C=CC(=C(C#N)N-C=O)C=C1Cc1ccccc1,0.822186237,-8,1.010402575
C=COCCNCCCN1C(=O)COC2=CC(=NC=N)C(N=CC=C(Cl)C=C)=CC21,0.833322832,-8.1,1.010424443
CN=C1C=C(OC)C=CC1=C(CCO)OCNc1cccc(Br)c1,0.810656755,-7.9,1.010437517
CCOC(=O)NC=CC=C(C#CN)c1ncnc2sc3c(c12)CCCC3,0.864098,-8.4,1.010466116
C=CC(=O)NC1C=COC2=NC3=NC2=NCCNP(#CC=C(OC)C3)CCC(C)=C1,0.864098015,-8.4,1.010466128
CNCCCC1=CC=C(Nc2nc3ncnc(N4C=C(Cl)C(F)=CC4)c3s2)CC1,0.864098032,-8.4,1.010466143
O=C1COc2cc3ncnc(-c4cccc(F)c4)c3cc2N1CCCN1CCCCC1,0.899543718,-8.8,1.010480611
NC1COCNC1CCN1C(=O)COc2cc3ncnc(-c4ccc(F)c(Cl)c4)c3cc21,0.899543744,-8.8,1.010480634
CC1COCCN1CCN1C(=O)COc2cc3c(cc21)N=N3,0.899543749,-8.8,1.010480638
C=CC(C)=C=CC1=NC=NCN(N)C(Cl)(N=CC)C=CC1,0.844075368,-8.2,1.010497502
COC1=C2CC(=C(NC3CC34C=CC=CC4N)CN2)C=C1OC(C)=O,0.822313709,-8,1.010506304
C=C(Nc1ccc(C)c2c1NC(C=CC=CNC)=NCN2)C1=CC=C1,0.854330159,-8.3,1.010513367
C=C1C=CC(S(N)(=O)=S=O)=CN2C=NNC=NC2(N2C=C(C)CC=C2F)S1,0.8543303,-8.3,1.010513486
O=C(C=CCN1CCOCS-1)Nc1ccc2nccc(Nc3ccc(F)c(Cl)c3)c2c1,0.854362809,-8.3,1.01054097
C=C=C(O)C(=CC=C(CC)C(=O)c1ccc(C)cc1)ON,0.833474023,-8.1,1.010549137
NC1PC(N2C=CC=C(OC3C#CC=CC3)C(Cl)=C2)=C1C(=O)O,0.85437479,-8.3,1.0105511
NC=Nc1ccccc1C#CNc1ccc(NC(=O)Nc2cccc(Br)c2)cc1,0.899634372,-8.8,1.010561313
CC(C)c1cc(C(C#N)C=O)cc(C(C)C)c1OCN,0.899635353,-8.8,1.010562186
CNCCNP-C(C)c1cc(OC)c(C(C=O)SC=NC=N)c(OC)c1,0.899647513,-8.8,1.010573012
Cc1ccccc1CNC1=C2CC3(C)C=C(O)C=C3C2(S)NC=N1,0.844185869,-8.2,1.010589806
CNC(=O)c1cc2c(cn1)C1(N)CSCC3=C=P(=C(C=C3)N2)C1,0.844300779,-8.2,1.010685797
Fc1ccc(Nc2ncnc3nc(NCC=CBr)sc23)cc1Cl,0.891494674,-8.7,1.010702787
C=CCC=CC1CC(c2ccc3c(c2)OCCO3)=NN1c1ccccc1,0.891494689,-8.7,1.0107028
C=CC=CC=CC(CO)Nc1ncnc2sc(-c3cccc(CO)c3)cc12,0.891494712,-8.7,1.01070282
CC=C(Cl)C1=CCOc2cc(ncn2)C=C(OC)COC1,0.810995331,-7.9,1.010709171
COC1=CC=CCN2C=C3N=CN=COC12N(c1cccc(Br)c1)S-3,0.854605451,-8.3,1.010746121
COC1C=CN2C(=C1)CNC1=C2Nc2cccc(c2)-c2ccccc21,0.854605464,-8.3,1.010746132
O=C1NC(=O)c2ccc(I)cc2C1=CNCc1ccc(C2=COC2)c(O)c1,0.864434785,-8.4,1.010754132
O=C1Sc2cc(c3c(Nc4cccc(F)c4)ncnc3c2)N1CCCNC1CCSOC1,0.89156921,-8.7,1.010768532
CCOC1=CC=NC=C(C#N)C(C)NC=CC=C(C)N(C(=O)C=CCN(C)C)C1,0.854635023,-8.3,1.010771125
N=C(C1=CCC=C(Cl)C1)C1=C(Nc2cccc(Br)c2)N=C=CCN=C1,0.854635055,-8.3,1.010771152
CC(C)C(C)(C)C1=CC(C=C(C#N)C(N)=O)=CC1=CO,0.844411621,-8.2,1.010778394
CN1CCC2COC3=C4OC=C(N=CN=C4CC=C3)NC3=C(F)C=C(Cl)CC3=C1C2,0.822660243,-8,1.010788321
